source,age_ka,age_GTS2004,age_GTS2012,age_GTS2016,age_GTS2020,d18O,d18O_sw,sealevel
1338 Drury,5843.11,5.843,5.84311,5.843,5.835,2.41,0.08,-5.09
1338 Drury,5846.11,5.846,5.84611,5.846,5.838,2.35,0.02,-1.42
1338 Drury,5849.11,5.849,5.84911,5.849,5.841,2.29,-0.04,2.26
1338 Drury,5852.11,5.852,5.85211,5.852,5.844,2.28,-0.05,2.86
1338 Drury,5855.11,5.855,5.85511,5.855,5.847,2.23,-0.1,5.92
1338 Drury,5858.11,5.858,5.85811,5.858,5.85,2.24,-0.09,5.29
1338 Drury,5861.11,5.861,5.86111,5.861,5.853,2.35,0.02,-1.5
1338 Drury,5864.11,5.864,5.86411,5.864,5.856,2.46,0.13,-8.28
1338 Drury,5867.11,5.867,5.86711,5.867,5.859,2.55,0.22,-13.83
1338 Drury,5870.11,5.87,5.87011,5.87,5.862,2.45,0.13,-7.7
1338 Drury,5873.11,5.873,5.87311,5.873,5.865,2.34,0.02,-0.94
1338 Drury,5876.11,5.876,5.87611,5.876,5.868,2.36,0.04,-2.19
1338 Drury,5879.11,5.879,5.87911,5.879,5.871,2.37,0.05,-2.82
1338 Drury,5882.12,5.882,5.88212,5.882,5.874,2.33,0.01,-0.37
1338 Drury,5885.12,5.885,5.88512,5.885,5.877,2.29,-0.03,2.07
1338 Drury,5888.12,5.888,5.88812,5.888,5.88,2.29,-0.03,2.06
1338 Drury,5891.12,5.891,5.89112,5.891,5.883,2.3,-0.02,1.43
1338 Drury,5894.12,5.894,5.89412,5.894,5.886,2.32,0,0.18
1338 Drury,5897.12,5.897,5.89712,5.897,5.889,2.38,0.06,-3.53
1338 Drury,5900.12,5.9,5.90012,5.9,5.892,2.44,0.12,-7.24
1338 Drury,5903.12,5.903,5.90312,5.903,5.895,2.5,0.18,-10.95
1338 Drury,5906.12,5.906,5.90612,5.906,5.898,2.51,0.19,-11.59
1338 Drury,5909.12,5.909,5.90912,5.909,5.901,2.52,0.2,-12.23
1338 Drury,5912.12,5.912,5.91212,5.912,5.904,2.51,0.19,-11.64
1338 Drury,5915.12,5.915,5.91512,5.915,5.907,2.48,0.16,-9.81
1338 Drury,5918.12,5.918,5.91812,5.918,5.91,2.45,0.13,-7.99
1338 Drury,5921.12,5.921,5.92112,5.921,5.913,2.42,0.1,-6.17
1338 Drury,5924.12,5.924,5.92412,5.924,5.915,2.4,0.08,-4.96
1338 Drury,5927.12,5.927,5.92712,5.927,5.918,2.38,0.06,-3.75
1338 Drury,5930.12,5.93,5.93012,5.93,5.921,2.37,0.05,-3.16
1338 Drury,5933.12,5.933,5.93312,5.933,5.924,2.36,0.04,-2.57
1338 Drury,5936.12,5.936,5.93612,5.936,5.927,2.35,0.03,-1.98
1338 Drury,5939.12,5.939,5.93912,5.939,5.93,2.34,0.02,-1.38
1338 Drury,5942.12,5.942,5.94212,5.942,5.933,2.39,0.07,-4.48
1338 Drury,5945.12,5.945,5.94512,5.945,5.936,2.45,0.13,-8.2
1338 Drury,5948.12,5.948,5.94812,5.948,5.939,2.5,0.18,-11.3
1338 Drury,5951.13,5.951,5.95113,5.951,5.942,2.51,0.19,-11.94
1338 Drury,5954.13,5.954,5.95413,5.954,5.945,2.51,0.19,-11.96
1338 Drury,5957.13,5.957,5.95713,5.957,5.948,2.51,0.19,-11.99
1338 Drury,5960.13,5.96,5.96013,5.96,5.951,2.5,0.19,-11.39
1338 Drury,5963.13,5.963,5.96313,5.963,5.954,2.5,0.19,-11.42
1338 Drury,5966.13,5.966,5.96613,5.966,5.957,2.51,0.2,-12.06
1338 Drury,5969.13,5.969,5.96913,5.969,5.96,2.53,0.22,-13.31
1338 Drury,5972.13,5.972,5.97213,5.972,5.963,2.56,0.25,-15.18
1338 Drury,5975.13,5.975,5.97513,5.975,5.966,2.51,0.2,-12.13
1338 Drury,5978.13,5.978,5.97813,5.978,5.969,2.39,0.08,-4.76
1338 Drury,5981.13,5.981,5.98113,5.981,5.972,2.35,0.04,-2.33
1338 Drury,5984.13,5.984,5.98413,5.984,5.975,2.33,0.02,-1.12
1338 Drury,5987.13,5.987,5.98713,5.987,5.978,2.32,0.01,-0.53
1338 Drury,5990.13,5.99,5.99013,5.99,5.981,2.32,0.01,-0.55
1338 Drury,5993.13,5.993,5.99313,5.993,5.984,2.46,0.15,-9.19
1338 Drury,5996.13,5.996,5.99613,5.996,5.987,2.56,0.25,-15.36
1338 Drury,5999.13,5.999,5.99913,5.999,5.99,2.56,0.25,-15.39
1338 Drury,6002.13,6.002,6.00213,6.002,5.993,2.47,0.16,-9.87
1338 Drury,6005.13,6.005,6.00513,6.005,5.995,2.39,0.08,-4.96
1338 Drury,6008.13,6.008,6.00813,6.008,5.998,2.39,0.08,-4.98
1338 Drury,6011.13,6.011,6.01113,6.011,6.001,2.36,0.05,-3.14
1338 Drury,6014.13,6.014,6.01413,6.014,6.004,2.23,-0.08,4.84
1338 Drury,6017.14,6.017,6.01714,6.017,6.007,2.27,-0.04,2.36
1338 Drury,6020.14,6.02,6.02014,6.02,6.01,2.27,-0.04,2.35
1338 Drury,6023.14,6.023,6.02314,6.023,6.013,2.38,0.07,-4.44
1338 Drury,6026.14,6.026,6.02614,6.026,6.016,2.43,0.12,-7.53
1338 Drury,6029.14,6.029,6.02914,6.029,6.019,2.37,0.06,-3.85
1338 Drury,6032.14,6.032,6.03214,6.032,6.022,2.32,0.01,-0.79
1338 Drury,6035.14,6.035,6.03514,6.035,6.025,2.32,0.01,-0.81
1338 Drury,6038.14,6.038,6.03814,6.038,6.029,2.4,0.09,-5.75
1338 Drury,6041.14,6.041,6.04114,6.041,6.032,2.39,0.08,-5.15
1338 Drury,6044.14,6.044,6.04414,6.044,6.036,2.39,0.08,-5.16
1338 Drury,6047.14,6.047,6.04714,6.047,6.039,2.46,0.15,-9.48
1338 Drury,6050.14,6.05,6.05014,6.05,6.042,2.5,0.19,-11.96
1338 Drury,6053.14,6.053,6.05314,6.053,6.046,2.51,0.2,-12.59
1338 Drury,6056.14,6.056,6.05614,6.056,6.049,2.38,0.07,-4.61
1338 Drury,6059.14,6.059,6.05914,6.059,6.053,2.29,-0.01,0.91
1338 Drury,6062.14,6.062,6.06214,6.062,6.056,2.31,0.01,-0.33
1338 Drury,6065.14,6.065,6.06514,6.065,6.06,2.41,0.11,-6.5
1338 Drury,6068.14,6.068,6.06814,6.068,6.063,2.48,0.18,-10.82
1338 Drury,6071.14,6.071,6.07114,6.071,6.066,2.36,0.06,-3.46
1338 Drury,6074.14,6.074,6.07414,6.074,6.07,2.36,0.06,-3.47
1338 Drury,6077.14,6.077,6.07714,6.077,6.073,2.53,0.23,-13.95
1338 Drury,6080.14,6.08,6.08014,6.08,6.077,2.6,0.3,-18.27
1338 Drury,6083.14,6.083,6.08314,6.083,6.08,2.62,0.32,-19.52
1338 Drury,6086.15,6.086,6.08615,6.086,6.083,2.58,0.28,-17.07
1338 Drury,6089.15,6.089,6.08915,6.089,6.087,2.47,0.17,-10.32
1338 Drury,6092.15,6.092,6.09215,6.092,6.09,2.41,0.11,-6.64
1338 Drury,6095.15,6.095,6.09515,6.095,6.094,2.47,0.17,-10.35
1338 Drury,6098.15,6.098,6.09815,6.098,6.097,2.39,0.09,-5.44
1338 Drury,6101.15,6.101,6.10115,6.101,6.1,2.37,0.07,-4.22
1338 Drury,6104.15,6.104,6.10415,6.104,6.104,2.35,0.05,-3
1338 Drury,6107.15,6.107,6.10715,6.107,6.107,2.43,0.13,-7.93
1338 Drury,6110.15,6.11,6.11015,6.11,6.111,2.52,0.22,-13.48
1338 Drury,6113.15,6.113,6.11315,6.113,6.114,2.64,0.34,-20.87
1338 Drury,6116.15,6.116,6.11615,6.116,6.118,2.48,0.18,-11.03
1338 Drury,6119.15,6.119,6.11915,6.119,6.121,2.46,0.16,-9.81
1338 Drury,6122.15,6.122,6.12215,6.122,6.124,2.4,0.1,-6.12
1338 Drury,6125.15,6.125,6.12515,6.125,6.128,2.45,0.15,-9.21
1338 Drury,6128.15,6.128,6.12815,6.128,6.131,2.39,0.09,-5.52
1338 Drury,6131.15,6.131,6.13115,6.131,6.135,2.41,0.11,-6.76
1338 Drury,6134.15,6.134,6.13415,6.134,6.138,2.38,0.08,-4.92
1338 Drury,6137.15,6.137,6.13715,6.137,6.141,2.44,0.14,-8.62
1338 Drury,6140.15,6.14,6.14015,6.14,6.145,2.5,0.2,-12.32
1338 Drury,6143.15,6.143,6.14315,6.143,6.148,2.39,0.09,-5.56
1338 Drury,6146.15,6.146,6.14615,6.146,6.152,2.4,0.1,-6.19
1338 Drury,6149.15,6.149,6.14915,6.149,6.155,2.5,0.2,-12.35
1338 Drury,6152.15,6.152,6.15215,6.152,6.158,2.48,0.18,-11.12
1338 Drury,6155.16,6.155,6.15516,6.155,6.162,2.21,-0.09,5.48
1338 Drury,6158.16,6.158,6.15816,6.158,6.165,2.54,0.24,-14.83
1338 Drury,6161.16,6.161,6.16116,6.161,6.169,2.43,0.13,-8.07
1338 Drury,6164.16,6.164,6.16416,6.164,6.172,2.29,-0.01,0.54
1338 Drury,6167.16,6.167,6.16716,6.167,6.176,2.3,0,-0.09
1338 Drury,6170.16,6.17,6.17016,6.17,6.179,2.21,-0.09,5.44
1338 Drury,6173.16,6.173,6.17316,6.173,6.182,2.36,0.06,-3.79
1338 Drury,6176.16,6.176,6.17616,6.176,6.186,2.33,0.03,-1.96
1338 Drury,6179.16,6.179,6.17916,6.179,6.189,2.45,0.15,-9.35
1338 Drury,6182.16,6.182,6.18216,6.182,6.193,2.32,0.02,-1.36
1338 Drury,6185.16,6.185,6.18516,6.185,6.196,2.29,-0.01,0.48
1338 Drury,6188.16,6.188,6.18816,6.188,6.199,2.36,0.06,-3.83
1338 Drury,6191.16,6.191,6.19116,6.191,6.203,2.35,0.05,-3.22
1338 Drury,6194.16,6.194,6.19416,6.194,6.206,2.44,0.14,-8.77
1338 Drury,6197.16,6.197,6.19716,6.197,6.21,2.59,0.29,-18.01
1338 Drury,6200.16,6.2,6.20016,6.2,6.213,2.46,0.16,-10.02
1338 Drury,6203.16,6.203,6.20316,6.203,6.216,2.59,0.29,-18.02
1338 Drury,6206.16,6.206,6.20616,6.206,6.22,2.52,0.22,-13.72
1338 Drury,6209.16,6.209,6.20916,6.209,6.223,2.66,0.36,-22.34
1338 Drury,6212.16,6.212,6.21216,6.212,6.227,2.49,0.19,-11.88
1338 Drury,6215.16,6.215,6.21516,6.215,6.23,2.41,0.11,-6.96
1338 Drury,6218.16,6.218,6.21816,6.218,6.234,2.45,0.15,-9.42
1338 Drury,6221.16,6.221,6.22116,6.221,6.237,2.56,0.26,-16.2
1338 Drury,6224.17,6.224,6.22417,6.224,6.24,2.38,0.08,-5.12
1338 Drury,6227.17,6.227,6.22717,6.227,6.244,2.25,-0.05,2.87
1338 Drury,6230.17,6.23,6.23017,6.23,6.247,2.2,-0.1,5.94
1338 Drury,6233.17,6.233,6.23317,6.233,6.251,2.32,0.02,-1.44
1338 Drury,6236.17,6.236,6.23617,6.236,6.254,2.49,0.19,-11.91
1338 Drury,6239.17,6.239,6.23917,6.239,6.257,2.61,0.31,-19.3
1338 Drury,6242.17,6.242,6.24217,6.242,6.261,2.52,0.22,-13.76
1338 Drury,6245.17,6.245,6.24517,6.245,6.264,2.45,0.15,-9.46
1338 Drury,6248.17,6.248,6.24817,6.248,6.268,2.57,0.27,-16.85
1338 Drury,6251.17,6.251,6.25117,6.251,6.271,2.4,0.1,-6.39
1338 Drury,6254.17,6.254,6.25417,6.254,6.273,2.23,-0.07,4.07
1338 Drury,6257.17,6.257,6.25717,6.257,6.275,2.15,-0.15,8.99
1338 Drury,6260.17,6.26,6.26017,6.26,6.277,2.11,-0.19,11.44
1338 Drury,6263.17,6.263,6.26317,6.263,6.279,2.22,-0.08,4.67
1338 Drury,6266.17,6.266,6.26617,6.266,6.281,2.51,0.21,-13.18
1338 Drury,6269.17,6.269,6.26917,6.269,6.283,2.54,0.24,-15.03
1338 Drury,6272.17,6.272,6.27217,6.272,6.284,2.53,0.23,-14.42
1338 Drury,6275.17,6.275,6.27517,6.275,6.286,2.53,0.23,-14.42
1338 Drury,6278.17,6.278,6.27817,6.278,6.288,2.42,0.12,-7.66
1338 Drury,6281.17,6.281,6.28117,6.281,6.29,2.47,0.17,-10.74
1338 Drury,6284.17,6.284,6.28417,6.284,6.292,2.56,0.26,-16.28
1338 Drury,6287.17,6.287,6.28717,6.287,6.294,2.46,0.16,-10.13
1338 Drury,6290.17,6.29,6.29017,6.29,6.296,2.36,0.06,-3.98
1338 Drury,6293.18,6.293,6.29318,6.293,6.298,2.35,0.05,-3.37
1338 Drury,6296.18,6.296,6.29618,6.296,6.299,2.43,0.13,-8.29
1338 Drury,6299.18,6.299,6.29918,6.299,6.301,2.39,0.09,-5.84
1338 Drury,6302.18,6.302,6.30218,6.302,6.303,2.39,0.09,-5.84
1338 Drury,6305.18,6.305,6.30518,6.305,6.305,2.42,0.13,-7.7
1338 Drury,6308.18,6.308,6.30818,6.308,6.307,2.42,0.13,-7.71
1338 Drury,6311.18,6.311,6.31118,6.311,6.309,2.44,0.15,-8.94
1338 Drury,6314.18,6.314,6.31418,6.314,6.311,2.43,0.14,-8.34
1338 Drury,6317.18,6.317,6.31718,6.317,6.312,2.52,0.23,-13.88
1338 Drury,6320.18,6.32,6.32018,6.32,6.314,2.58,0.29,-17.58
1338 Drury,6323.18,6.323,6.32318,6.323,6.316,2.45,0.16,-9.59
1338 Drury,6326.18,6.326,6.32618,6.326,6.318,2.42,0.13,-7.75
1338 Drury,6329.18,6.329,6.32918,6.329,6.32,2.47,0.18,-10.84
1338 Drury,6332.18,6.332,6.33218,6.332,6.322,2.46,0.17,-10.23
1338 Drury,6335.18,6.335,6.33518,6.335,6.324,2.59,0.3,-18.24
1338 Drury,6338.18,6.338,6.33818,6.338,6.325,2.53,0.24,-14.55
1338 Drury,6341.18,6.341,6.34118,6.341,6.327,2.52,0.23,-13.94
1338 Drury,6344.18,6.344,6.34418,6.344,6.329,2.44,0.15,-9.03
1338 Drury,6347.18,6.347,6.34718,6.347,6.331,2.25,-0.04,2.65
1338 Drury,6350.18,6.35,6.35018,6.35,6.333,2.42,0.13,-7.81
1338 Drury,6353.18,6.353,6.35318,6.353,6.335,2.49,0.2,-12.13
1338 Drury,6356.18,6.356,6.35618,6.356,6.337,2.4,0.11,-6.6
1338 Drury,6359.18,6.359,6.35918,6.359,6.338,2.31,0.02,-1.07
1338 Drury,6362.19,6.362,6.36219,6.362,6.34,2.31,0.02,-1.08
1338 Drury,6365.19,6.365,6.36519,6.365,6.342,2.34,0.05,-2.93
1338 Drury,6368.19,6.368,6.36819,6.368,6.344,2.37,0.08,-4.78
1338 Drury,6371.19,6.371,6.37119,6.371,6.346,2.39,0.1,-6.02
1338 Drury,6374.19,6.374,6.37419,6.374,6.348,2.4,0.11,-6.65
1338 Drury,6377.19,6.377,6.37719,6.377,6.35,2.43,0.14,-8.5
1338 Drury,6380.19,6.38,6.38019,6.38,6.351,2.44,0.15,-9.12
1338 Drury,6383.19,6.383,6.38319,6.383,6.353,2.4,0.11,-6.67
1338 Drury,6386.19,6.386,6.38619,6.386,6.355,2.36,0.07,-4.22
1338 Drury,6389.19,6.389,6.38919,6.389,6.357,2.37,0.08,-4.84
1338 Drury,6392.19,6.392,6.39219,6.392,6.359,2.41,0.12,-7.31
1338 Drury,6395.19,6.395,6.39519,6.395,6.361,2.46,0.17,-10.39
1338 Drury,6398.19,6.398,6.39819,6.398,6.363,2.52,0.23,-14.09
1338 Drury,6401.19,6.401,6.40119,6.401,6.364,2.43,0.14,-8.56
1338 Drury,6404.19,6.404,6.40419,6.404,6.366,2.34,0.05,-3.04
1338 Drury,6407.19,6.407,6.40719,6.407,6.368,2.39,0.1,-6.13
1338 Drury,6410.19,6.41,6.41019,6.41,6.37,2.47,0.18,-11.07
1338 Drury,6413.19,6.413,6.41319,6.413,6.372,2.56,0.27,-16.63
1338 Drury,6416.19,6.416,6.41619,6.416,6.374,2.57,0.28,-17.26
1338 Drury,6419.19,6.419,6.41919,6.419,6.376,2.49,0.2,-12.35
1338 Drury,6422.19,6.422,6.42219,6.422,6.377,2.43,0.14,-8.67
1338 Drury,6425.19,6.425,6.42519,6.425,6.379,2.37,0.08,-5
1338 Drury,6428.19,6.428,6.42819,6.428,6.381,2.39,0.1,-6.24
1338 Drury,6431.2,6.431,6.4312,6.431,6.383,2.49,0.2,-12.41
1338 Drury,6434.2,6.434,6.4342,6.434,6.385,2.47,0.18,-11.2
1338 Drury,6437.2,6.437,6.4372,6.437,6.387,2.44,0.15,-9.37
1338 Drury,6440.2,6.44,6.4402,6.44,6.391,2.44,0.15,-9.38
1338 Drury,6443.2,6.443,6.4432,6.443,6.394,2.47,0.18,-11.24
1338 Drury,6446.2,6.446,6.4462,6.446,6.398,2.51,0.22,-13.72
1338 Drury,6449.2,6.449,6.4492,6.449,6.401,2.5,0.21,-13.12
1338 Drury,6452.2,6.452,6.4522,6.452,6.405,2.54,0.25,-15.6
1338 Drury,6455.2,6.455,6.4552,6.455,6.408,2.47,0.18,-11.31
1338 Drury,6458.2,6.458,6.4582,6.458,6.411,2.35,0.06,-3.94
1338 Drury,6461.2,6.461,6.4612,6.461,6.415,2.39,0.1,-6.41
1338 Drury,6464.2,6.464,6.4642,6.464,6.418,2.44,0.15,-9.51
1338 Drury,6467.2,6.467,6.4672,6.467,6.422,2.53,0.24,-15.06
1338 Drury,6470.2,6.47,6.4702,6.47,6.425,2.43,0.14,-8.92
1338 Drury,6473.2,6.473,6.4732,6.473,6.429,2.42,0.14,-8.32
1338 Drury,6476.2,6.476,6.4762,6.476,6.432,2.69,0.41,-24.95
1338 Drury,6479.2,6.479,6.4792,6.479,6.436,2.52,0.24,-14.51
1338 Drury,6482.2,6.482,6.4822,6.482,6.439,2.47,0.19,-11.45
1338 Drury,6485.2,6.485,6.4852,6.485,6.442,2.48,0.2,-12.08
1338 Drury,6488.2,6.488,6.4882,6.488,6.446,2.42,0.14,-8.4
1338 Drury,6491.2,6.491,6.4912,6.491,6.449,2.44,0.16,-9.65
1338 Drury,6494.2,6.494,6.4942,6.494,6.453,2.5,0.22,-13.35
1338 Drury,6497.21,6.497,6.49721,6.497,6.456,2.48,0.2,-12.14
1338 Drury,6500.21,6.5,6.50021,6.5,6.46,2.61,0.33,-20.15
1338 Drury,6503.21,6.503,6.50321,6.503,6.463,2.56,0.28,-17.09
1338 Drury,6506.21,6.506,6.50621,6.506,6.467,2.44,0.16,-9.72
1338 Drury,6509.21,6.509,6.50921,6.509,6.47,2.53,0.25,-15.28
1338 Drury,6512.21,6.512,6.51221,6.512,6.474,2.46,0.18,-10.98
1338 Drury,6515.21,6.515,6.51521,6.515,6.477,2.46,0.18,-11
1338 Drury,6518.21,6.518,6.51821,6.518,6.48,2.37,0.09,-5.48
1338 Drury,6521.21,6.521,6.52121,6.521,6.484,2.45,0.17,-10.42
1338 Drury,6524.21,6.524,6.52421,6.524,6.487,2.3,0.02,-1.2
1338 Drury,6527.21,6.527,6.52721,6.527,6.491,2.49,0.21,-12.91
1338 Drury,6530.21,6.53,6.53021,6.53,6.494,2.53,0.25,-15.39
1338 Drury,6533.21,6.533,6.53321,6.533,6.498,2.51,0.23,-14.17
1338 Drury,6536.21,6.536,6.53621,6.536,6.501,2.4,0.12,-7.42
1338 Drury,6539.21,6.539,6.53921,6.539,6.505,2.49,0.21,-12.97
1338 Drury,6542.21,6.542,6.54221,6.542,6.508,2.53,0.25,-15.45
1338 Drury,6545.21,6.545,6.54521,6.545,6.511,2.66,0.38,-23.46
1338 Drury,6548.21,6.548,6.54821,6.548,6.515,2.39,0.11,-6.86
1338 Drury,6551.21,6.551,6.55121,6.551,6.518,2.6,0.32,-19.8
1338 Drury,6554.21,6.554,6.55421,6.554,6.522,2.44,0.16,-9.97
1338 Drury,6557.21,6.557,6.55721,6.557,6.525,2.35,0.07,-4.45
1338 Drury,6560.21,6.56,6.56021,6.56,6.529,2.39,0.11,-6.93
1338 Drury,6563.21,6.563,6.56321,6.563,6.532,2.59,0.31,-19.25
1338 Drury,6566.22,6.566,6.56622,6.566,6.536,2.54,0.26,-16.19
1338 Drury,6569.22,6.569,6.56922,6.569,6.539,2.24,-0.04,2.26
